uuid,source,category,material_or_activity,region,activity_name,unit,value_kgco2e,uncertainty_pct,data_quality_score_1to5,reference_year,methodology,allocation,reference,notes,last_updated,meta
e1a63c35-fb5f-4fa3-99b9-1a0f78e7e040,Higg MSI,Office & IT,Data Center kWh,EU,Office & IT - Data Center kWh (EU),kgCO2e/kWh,0.6386,30,3,2022,Consequential,None,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-01,"{""env"":""pilot"",""license"":""TBD""}"
7c947073-f0e1-4b63-ad67-c7e889bccff9,Climatiq,Packaging,Polybag,EU,Packaging - Polybag (EU),kgCO2e/item,0.0657,15,5,2023,Process-based,None,Climatiq 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-03,"{""env"":""pilot"",""license"":""TBD""}"
2d0e8271-f4c2-4f59-9ffd-37f3b3a60d0c,Climatiq,Fabric,Denim,US,Fabric - Denim (US),kgCO2e/kg,7.3585,20,2,2023,Process-based,Economic,Climatiq 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-07-11,"{""env"":""pilot"",""license"":""TBD""}"
8272b826-4dbb-4158-ac57-cd1348db9697,DEFRA,Dyeing & Finishing,Heat Setting,EU,Dyeing & Finishing - Heat Setting (EU),kgCO2e/kg,3.4614,20,3,2018,Consequential,Economic,DEFRA 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-20,"{""env"":""pilot"",""license"":""TBD""}"
841a3dc9-fb73-4aea-8109-a00a040c1e84,DEFRA,Office & IT,Laptop Usage,Global,Office & IT - Laptop Usage (Global),kgCO2e/kWh,0.2553,10,4,2022,Attributional,None,DEFRA 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-17,"{""env"":""pilot"",""license"":""TBD""}"
9cdc99a5-9416-4f16-ae02-f877713b8ff3,Ecoinvent,Dyeing & Finishing,Digital Printing,TR,Dyeing & Finishing - Digital Printing (TR),kgCO2e/kg,0.6159,15,4,2024,Hybrid,Mass,Ecoinvent 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-16,"{""env"":""pilot"",""license"":""TBD""}"
8909b4dd-8be7-4087-a1e7-da3a31bd777d,DEFRA,Office & IT,Data Center kWh,TR,Office & IT - Data Center kWh (TR),kgCO2e/kWh,0.6736,15,2,2023,Attributional,Mass,DEFRA 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-27,"{""env"":""pilot"",""license"":""TBD""}"
19fb144d-b429-400f-9a2a-7ed27f9b37c3,Ecoinvent,Dyeing & Finishing,Digital Printing,Global,Dyeing & Finishing - Digital Printing (Global),kgCO2e/kg,7.2188,15,2,2023,Consequential,Energy Content,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-04,"{""env"":""pilot"",""license"":""TBD""}"
fac7be9f-a4ed-4998-9cd2-698b82df3bbd,DEFRA,Distribution,Warehouse (Ambient),US,Distribution - Warehouse (Ambient) (US),kgCO2e/item,0.2815,50,2,2024,Consequential,Energy Content,DEFRA 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-26,"{""env"":""pilot"",""license"":""TBD""}"
f1442aaf-c76f-48d3-a03c-2ea8dcf62c89,Climatiq,Packaging,Paper Wrap,Global,Packaging - Paper Wrap (Global),kgCO2e/item,0.101,10,4,2024,Consequential,Mass,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-05,"{""env"":""pilot"",""license"":""TBD""}"
8a88df15-510c-4ee3-98f2-81a861e18232,DEFRA,Dyeing & Finishing,Reactive Dyeing,US,Dyeing & Finishing - Reactive Dyeing (US),kgCO2e/kg,9.2681,15,3,2025,Process-based,Energy Content,DEFRA 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-19,"{""env"":""pilot"",""license"":""TBD""}"
0ad30fa5-75c0-4e44-ac4e-fd779f08988e,Climatiq,Fabric,Knit,CN,Fabric - Knit (CN),kgCO2e/kg,8.7028,15,5,2023,Consequential,Economic,Climatiq 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-29,"{""env"":""pilot"",""license"":""TBD""}"
4a17f675-6711-489d-a02b-fc62b7a6ad77,Climatiq,Garment,T-Shirt,EU,Garment - T-Shirt (EU),kgCO2e/item,24.0657,15,2,2019,Attributional,None,Climatiq 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-07,"{""env"":""pilot"",""license"":""TBD""}"
84217366-9f0a-4138-a6c0-cdc6543a0c92,DEFRA,Fibre,Wool,US,Fibre - Wool (US),kgCO2e/kg,3.309,10,5,2020,Attributional,Mass,DEFRA 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-24,"{""env"":""pilot"",""license"":""TBD""}"
af65e9d1-7be4-4fdb-bcd7-1e7c311f9923,DEFRA,Distribution,3PL Hub,EU,Distribution - 3PL Hub (EU),kgCO2e/item,0.4698,15,3,2022,Consequential,Economic,DEFRA 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-01-07,"{""env"":""pilot"",""license"":""TBD""}"
20533f47-70b4-4c69-ae13-9885b225d9ea,Higg MSI,Dyeing & Finishing,Reactive Dyeing,Global,Dyeing & Finishing - Reactive Dyeing (Global),kgCO2e/kg,1.2173,10,4,2024,Consequential,None,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-30,"{""env"":""pilot"",""license"":""TBD""}"
6df57cb2-279b-4aea-99b0-48007285d6c1,Higg MSI,Transport,Rail,TR,Transport - Rail (TR),kgCO2e/tonne-km,1.0417,15,3,2021,Hybrid,Energy Content,Higg MSI 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-06,"{""env"":""pilot"",""license"":""TBD""}"
e75ff6c3-483a-441b-ba50-e863efc0491d,Ecoinvent,Distribution,Last-Mile Van,Global,Distribution - Last-Mile Van (Global),kgCO2e/item,0.1236,10,4,2019,Process-based,None,Ecoinvent 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-10-11,"{""env"":""pilot"",""license"":""TBD""}"
618a29bc-a76c-4fc6-b291-165571cf5a2e,Climatiq,Distribution,Last-Mile Van,CN,Distribution - Last-Mile Van (CN),kgCO2e/item,0.5678,15,2,2022,Consequential,Energy Content,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-29,"{""env"":""pilot"",""license"":""TBD""}"
3e38cb11-4a6f-41de-ac2b-06ef07e47ade,Climatiq,Fibre,Wool,Global,Fibre - Wool (Global),kgCO2e/kg,10.6409,20,4,2025,Attributional,None,Climatiq 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-08,"{""env"":""pilot"",""license"":""TBD""}"
b54ff52c-404e-49b7-9ac8-4d29906ce1c5,Climatiq,Yarn,Filament,CN,Yarn - Filament (CN),kgCO2e/kg,6.7807,20,3,2022,Attributional,None,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-10,"{""env"":""pilot"",""license"":""TBD""}"
544ab3c5-71f8-4220-ae8f-822dfb7a9e07,Higg MSI,Office & IT,Data Center kWh,EU,Office & IT - Data Center kWh (EU),kgCO2e/kWh,0.6342,30,3,2024,Attributional,Economic,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-24,"{""env"":""pilot"",""license"":""TBD""}"
07a6063b-0a5f-404f-8ee2-a8880b3bae94,Ecoinvent,Retail,E-commerce Ops,EU,Retail - E-commerce Ops (EU),kgCO2e/kWh,0.3289,30,2,2025,Consequential,Mass,Ecoinvent 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-05,"{""env"":""pilot"",""license"":""TBD""}"
bf7528b4-4fc7-4189-a7fe-7248f0e99d90,Climatiq,Transport,Truck Euro6,TR,Transport - Truck Euro6 (TR),kgCO2e/tonne-km,0.6403,15,4,2019,Attributional,Mass,Climatiq 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-10,"{""env"":""pilot"",""license"":""TBD""}"
0b111a58-2717-490e-8034-612206bb9d64,DEFRA,Transport,Truck Euro6,Global,Transport - Truck Euro6 (Global),kgCO2e/tonne-km,0.3238,20,3,2021,Attributional,Mass,DEFRA 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-12,"{""env"":""pilot"",""license"":""TBD""}"
7952fb02-88ad-424d-93ed-585599c44bc8,Ecoinvent,Office & IT,Laptop Usage,TR,Office & IT - Laptop Usage (TR),kgCO2e/kWh,0.4022,15,4,2022,Consequential,Energy Content,Ecoinvent 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-29,"{""env"":""pilot"",""license"":""TBD""}"
7f1a66e4-fe5c-475e-8707-84872994d138,Climatiq,Garment,Shirt,TR,Garment - Shirt (TR),kgCO2e/item,2.638,15,4,2025,Hybrid,Energy Content,Climatiq 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-11,"{""env"":""pilot"",""license"":""TBD""}"
9f2dede9-b0a9-49ba-a0c6-c03072e23b2e,Climatiq,Packaging,Carton Box,Global,Packaging - Carton Box (Global),kgCO2e/item,0.1261,15,3,2020,Process-based,Energy Content,Climatiq 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-05,"{""env"":""pilot"",""license"":""TBD""}"
e5840111-8042-47a9-a9b5-3a47b0425d8b,DEFRA,Yarn,Ring Spun,TR,Yarn - Ring Spun (TR),kgCO2e/kg,1.5675,20,2,2022,Hybrid,None,DEFRA 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-16,"{""env"":""pilot"",""license"":""TBD""}"
1d6037d8-91af-4773-bbc1-887e67f8e0e5,Climatiq,Transport,Air Freight,TR,Transport - Air Freight (TR),kgCO2e/tonne-km,0.9613,10,4,2023,Hybrid,Mass,Climatiq 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-17,"{""env"":""pilot"",""license"":""TBD""}"
42c26e30-25d5-4ca8-b752-277d7bdcc319,Ecoinvent,Fibre,Wool,TR,Fibre - Wool (TR),kgCO2e/kg,8.5962,5,3,2025,Hybrid,None,Ecoinvent 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-25,"{""env"":""pilot"",""license"":""TBD""}"
1ed72811-e3a8-4433-b142-0e5189e0e123,DEFRA,Fibre,Wool,EU,Fibre - Wool (EU),kgCO2e/kg,10.937,20,4,2019,Consequential,Energy Content,DEFRA 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-13,"{""env"":""pilot"",""license"":""TBD""}"
b74f8678-c175-4827-bcfe-653ffe185c35,Climatiq,Transport,Truck Euro6,TR,Transport - Truck Euro6 (TR),kgCO2e/tonne-km,0.6859,5,5,2023,Attributional,Energy Content,Climatiq 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-24,"{""env"":""pilot"",""license"":""TBD""}"
f62fe892-4ced-43c2-a753-0aa0e0581385,Climatiq,Yarn,Filament,Global,Yarn - Filament (Global),kgCO2e/kg,4.2143,30,5,2021,Consequential,Energy Content,Climatiq 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-17,"{""env"":""pilot"",""license"":""TBD""}"
0fc520bc-42ef-49a2-98ef-fb270fb95d56,Higg MSI,Distribution,3PL Hub,CN,Distribution - 3PL Hub (CN),kgCO2e/item,0.299,15,5,2022,Hybrid,None,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-31,"{""env"":""pilot"",""license"":""TBD""}"
9ec95572-7c17-44db-9de8-3a224ae3d213,Higg MSI,Distribution,Warehouse (Ambient),Global,Distribution - Warehouse (Ambient) (Global),kgCO2e/item,0.4038,15,4,2022,Process-based,Economic,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-03-25,"{""env"":""pilot"",""license"":""TBD""}"
1d1864d1-3693-4c7b-a9e5-fc024d446d62,DEFRA,Fabric,Woven,US,Fabric - Woven (US),kgCO2e/kg,15.9952,40,3,2024,Hybrid,Economic,DEFRA 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-04-30,"{""env"":""pilot"",""license"":""TBD""}"
6500ed4a-cf10-4cee-b1ca-9a7c8bae0b03,DEFRA,Fibre,Wool,Global,Fibre - Wool (Global),kgCO2e/kg,6.2776,10,4,2022,Consequential,Mass,DEFRA 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-08,"{""env"":""pilot"",""license"":""TBD""}"
dbde8354-ac7a-40dd-9269-7f5042760c11,Ecoinvent,Dyeing & Finishing,Heat Setting,EU,Dyeing & Finishing - Heat Setting (EU),kgCO2e/kg,1.5495,10,3,2021,Consequential,Mass,Ecoinvent 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-10-14,"{""env"":""pilot"",""license"":""TBD""}"
11f1fc07-417c-4620-92cc-437c28b581b2,DEFRA,Fibre,Wool,EU,Fibre - Wool (EU),kgCO2e/kg,2.2041,10,3,2025,Attributional,Mass,DEFRA 2025 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-06-19,"{""env"":""pilot"",""license"":""TBD""}"
b16edcf1-8f08-4582-a4c6-7b49585fd9d9,Higg MSI,Packaging,Paper Wrap,US,Packaging - Paper Wrap (US),kgCO2e/item,0.2269,20,5,2019,Process-based,None,Higg MSI 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-10,"{""env"":""pilot"",""license"":""TBD""}"
a90f588d-e3ea-478a-a03e-983ffcb310cd,Climatiq,Packaging,Polybag,Global,Packaging - Polybag (Global),kgCO2e/item,0.0389,15,1,2018,Consequential,Energy Content,Climatiq 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-16,"{""env"":""pilot"",""license"":""TBD""}"
a64afe92-8c44-49eb-96b9-a1ba86776170,DEFRA,Garment,Dress,EU,Garment - Dress (EU),kgCO2e/item,13.4382,15,4,2021,Hybrid,Economic,DEFRA 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-02-13,"{""env"":""pilot"",""license"":""TBD""}"
a871918e-ab1d-43f8-8b2a-0b31f8478474,Higg MSI,Fibre,Recycled Polyester,US,Fibre - Recycled Polyester (US),kgCO2e/kg,3.4688,15,3,2023,Consequential,Mass,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-17,"{""env"":""pilot"",""license"":""TBD""}"
a174aa56-8de1-4a37-8e7a-ae6c4040ad42,Climatiq,Retail,Returns Processing,CN,Retail - Returns Processing (CN),kgCO2e/kWh,0.4383,30,1,2018,Hybrid,None,Climatiq 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-20,"{""env"":""pilot"",""license"":""TBD""}"
1b15e5d7-e3a5-4aea-b0fb-fac6515af79b,Higg MSI,Yarn,Blended Yarn,US,Yarn - Blended Yarn (US),kgCO2e/kg,6.0086,5,3,2021,Attributional,None,Higg MSI 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-25,"{""env"":""pilot"",""license"":""TBD""}"
2445647d-2b4b-4789-993c-d870034a3079,Higg MSI,Fibre,Organic Cotton,Global,Fibre - Organic Cotton (Global),kgCO2e/kg,6.2865,30,4,2022,Consequential,None,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-01-04,"{""env"":""pilot"",""license"":""TBD""}"
84d51a7c-a64c-4660-b5aa-ed684e4181a9,Higg MSI,Fibre,Recycled Polyester,CN,Fibre - Recycled Polyester (CN),kgCO2e/kg,10.3564,20,5,2024,Attributional,Mass,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-03,"{""env"":""pilot"",""license"":""TBD""}"
97399446-5f7e-4e81-9e9b-5695b9eba00e,Climatiq,Packaging,Hangtag,Global,Packaging - Hangtag (Global),kgCO2e/item,0.2214,5,5,2024,Consequential,None,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-09,"{""env"":""pilot"",""license"":""TBD""}"
d3af563c-346f-46e6-b961-f6c3d80541d5,DEFRA,Transport,Air Freight,CN,Transport - Air Freight (CN),kgCO2e/tonne-km,0.6719,10,4,2020,Attributional,Economic,DEFRA 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-13,"{""env"":""pilot"",""license"":""TBD""}"
8261ab68-246f-4d85-a050-72d77f757490,Higg MSI,Retail,Store Electricity,TR,Retail - Store Electricity (TR),kgCO2e/kWh,0.517,20,3,2019,Consequential,Energy Content,Higg MSI 2019 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-01-17,"{""env"":""pilot"",""license"":""TBD""}"
e71d9f2f-ac25-46cf-bed8-af0b29443d86,Higg MSI,Yarn,Filament,CN,Yarn - Filament (CN),kgCO2e/kg,2.0924,20,4,2020,Process-based,Economic,Higg MSI 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-12,"{""env"":""pilot"",""license"":""TBD""}"
b1b6785b-6171-4a57-8151-fe81b9feef2f,DEFRA,Fibre,Viscose,EU,Fibre - Viscose (EU),kgCO2e/kg,7.4039,20,3,2018,Consequential,Economic,DEFRA 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-05-29,"{""env"":""pilot"",""license"":""TBD""}"
f90d5739-133d-46e6-ac88-2ea2371ecc8c,Climatiq,Dyeing & Finishing,Vat Dyeing,CN,Dyeing & Finishing - Vat Dyeing (CN),kgCO2e/kg,7.7035,5,1,2022,Hybrid,None,Climatiq 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-15,"{""env"":""pilot"",""license"":""TBD""}"
4c6ea3cd-5b1d-43c4-8b13-e2aa863a83a9,DEFRA,Office & IT,Office Heating,TR,Office & IT - Office Heating (TR),kgCO2e/kWh,0.3368,15,5,2022,Hybrid,Energy Content,DEFRA 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-09-02,"{""env"":""pilot"",""license"":""TBD""}"
1bd19ec0-14f1-40b9-bcba-9a15a1d87511,Climatiq,Dyeing & Finishing,Disperse Dyeing,CN,Dyeing & Finishing - Disperse Dyeing (CN),kgCO2e/kg,6.7179,40,3,2020,Process-based,Mass,Climatiq 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-06-14,"{""env"":""pilot"",""license"":""TBD""}"
103d1636-c036-4808-8e3a-3f89b5b8a48c,Higg MSI,Garment,Hoodie,US,Garment - Hoodie (US),kgCO2e/item,7.5812,15,5,2024,Hybrid,Economic,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-13,"{""env"":""pilot"",""license"":""TBD""}"
22187888-3963-4307-92e1-d3748683852a,Higg MSI,Fibre,Cotton,CN,Fibre - Cotton (CN),kgCO2e/kg,7.1903,15,3,2020,Attributional,Mass,Higg MSI 2020 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-17,"{""env"":""pilot"",""license"":""TBD""}"
16e1f645-1d8c-4582-bf4b-7c86c478800a,Climatiq,Distribution,3PL Hub,TR,Distribution - 3PL Hub (TR),kgCO2e/item,0.4614,10,4,2018,Process-based,Economic,Climatiq 2018 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-12-08,"{""env"":""pilot"",""license"":""TBD""}"
6d234586-5a58-45dc-9fa1-d65c4e891a44,DEFRA,Retail,E-commerce Ops,EU,Retail - E-commerce Ops (EU),kgCO2e/kWh,0.5037,15,3,2021,Process-based,Energy Content,DEFRA 2021 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-11-19,"{""env"":""pilot"",""license"":""TBD""}"
3fa85695-5f08-4697-98d2-cbb4fc1d7e17,DEFRA,Garment,Dress,US,Garment - Dress (US),kgCO2e/item,24.6244,15,2,2023,Consequential,Economic,DEFRA 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-05-28,"{""env"":""pilot"",""license"":""TBD""}"
a279cd61-62d6-4b9c-9361-1d12d8c0dfb9,Climatiq,Packaging,Hangtag,Global,Packaging - Hangtag (Global),kgCO2e/item,0.1917,40,5,2024,Hybrid,None,Climatiq 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-08-19,"{""env"":""pilot"",""license"":""TBD""}"
b2cfaf9f-51af-4062-add0-4ed41f2f82f7,Higg MSI,Retail,E-commerce Ops,CN,Retail - E-commerce Ops (CN),kgCO2e/kWh,0.5512,5,4,2022,Consequential,Mass,Higg MSI 2022 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-09-19,"{""env"":""pilot"",""license"":""TBD""}"
f9aeb008-b8e7-4642-bd45-475f012e9c3c,Higg MSI,Fibre,Wool,TR,Fibre - Wool (TR),kgCO2e/kg,5.3662,15,2,2023,Consequential,Energy Content,Higg MSI 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-07-20,"{""env"":""pilot"",""license"":""TBD""}"
7442c22f-d3d3-4678-9851-036d4014e27b,Ecoinvent,Transport,Rail,US,Transport - Rail (US),kgCO2e/tonne-km,0.1578,15,5,2023,Hybrid,None,Ecoinvent 2023 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2025-05-28,"{""env"":""pilot"",""license"":""TBD""}"
993b58ac-0117-4515-a950-418ab293e626,Higg MSI,Distribution,Last-Mile Van,CN,Distribution - Last-Mile Van (CN),kgCO2e/item,0.2169,5,4,2024,Process-based,Economic,Higg MSI 2024 dataset,Synthetic pilot value for pipeline testing; replace with verified source factors.,2024-08-21,"{""env"":""pilot"",""license"":""TBD""}"
